0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256,264,272,280,288,296,304,312,320,328,336,344,352,360,368,376,384,392,400,408,416,424,432,440,448,456,464,472,480,488,496,504,512,520,528,536,544,552,560,568,576,584,592,600,608,616,624,632,640,648,656,664,672,680,688,696,704,712,720,728,736,744,752,760,768,776,784,792
25.166666666666668,25.233333333333334,25.433333333333334,25.033333333333335,25.033333333333335,24.833333333333332,24.9,24.966666666666665,25.1,25.033333333333335,25.033333333333335,25.033333333333335,25.233333333333334,25.033333333333335,25.166666666666668,25.1,25.1,25.233333333333334,25.133333333333333,25.166666666666668,25.5,25.5,25.5,25.433333333333334,25.166666666666668,25.5,25.5,25.7,25.7,25.533333333333335,25.7,25.7,25.7,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,24.966666666666665,25.166666666666668,24.933333333333334,25.533333333333335,25.1,25.166666666666668,25.1,25.166666666666668,25.1,25.366666666666667,24.933333333333334,24.9,25.333333333333332,25.033333333333335,25.033333333333335,25.0,24.866666666666667,25.033333333333335,25.033333333333335,25.033333333333335,25.033333333333335,25.0,25.0,25.466666666666665,25.0,25.0,25.0,25.0,25.0,25.0,25.033333333333335,25.033333333333335,25.033333333333335,25.033333333333335,25.0,25.3,25.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.166666666666668,25.0,25.0,25.0,25.566666666666666,25.033333333333335,25.133333333333333,25.0,25.0,25.0,25.0
25.1,25.93333333333333,25.93333333333333,25.166666666666668,25.266666666666666,25.566666666666666,25.566666666666666,25.166666666666668,25.166666666666668,25.4,25.4,25.6,25.333333333333332,25.133333333333333,25.333333333333332,25.266666666666666,25.2,25.866666666666667,25.866666666666667,25.866666666666667,25.2,25.166666666666668,25.166666666666668,25.2,25.066666666666666,25.3,25.3,25.3,25.3,25.3,25.3,25.333333333333332,25.466666666666665,25.5,25.5,25.3,25.3,25.3,25.733333333333338,25.666666666666668,25.3,25.3,25.3,25.533333333333335,25.3,25.3,25.533333333333335,25.466666666666665,25.2,25.2,25.2,25.066666666666666,25.066666666666666,25.2,25.0,25.466666666666665,25.266666666666666,25.133333333333333,25.333333333333332,25.2,25.2,25.066666666666666,25.333333333333332,25.266666666666666,25.266666666666666,25.266666666666666,25.266666666666666,25.133333333333333,25.0,25.266666666666666,25.0,25.0,25.0,25.0,25.133333333333333,25.133333333333333,25.266666666666666,25.0,25.0,25.0,25.133333333333333,25.266666666666666,25.0,25.0,25.066666666666666,25.133333333333333,25.0,25.333333333333332,25.066666666666666,25.066666666666666,25.2,25.133333333333333,25.0,25.0,25.0,25.2,25.066666666666666,25.133333333333333,25.0,25.0
25.6,25.6,25.8,25.8,25.8,25.866666666666667,25.866666666666667,25.866666666666667,25.866666666666667,25.666666666666668,25.8,25.8,25.533333333333335,25.866666666666667,25.666666666666668,25.666666666666668,25.666666666666668,25.8,25.93333333333333,25.93333333333333,25.93333333333333,25.733333333333338,25.6,25.533333333333335,25.866666666666667,25.866666666666667,25.866666666666667,25.5,25.8,25.5,25.5,25.5,25.5,25.5,25.5,25.6,25.5,25.666666666666668,25.6,25.733333333333338,25.733333333333338,25.7,25.7,25.7,25.5,25.5,25.5,25.5,25.466666666666665,25.333333333333332,25.133333333333333,25.133333333333333,25.133333333333333,25.066666666666666,25.2,25.0,25.533333333333335,25.8,25.266666666666666,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.0,25.0,25.0,25.0,25.0,25.0,25.066666666666666,25.066666666666666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.133333333333333,25.0,25.0,25.133333333333333,25.133333333333333,25.133333333333333,25.133333333333333,25.133333333333333,25.133333333333333,25.0,25.0,25.0,25.0,25.0,25.0
25.166666666666668,25.5,25.566666666666666,25.566666666666666,25.566666666666666,25.5,25.5,25.233333333333334,25.233333333333334,25.5,25.233333333333334,25.3,25.3,25.033333333333335,25.3,25.0,24.833333333333332,24.9,25.1,25.866666666666667,24.766666666666666,25.3,25.3,25.3,25.5,25.366666666666667,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.366666666666667,25.3,25.3,25.366666666666667,25.3,25.166666666666668,25.166666666666668,25.3,25.3,25.166666666666668,25.166666666666668,25.166666666666668,25.166666666666668,25.533333333333335,24.933333333333334,24.933333333333334,24.933333333333334,25.233333333333334,25.233333333333334,25.5,25.1,25.1,25.1,24.966666666666665,24.933333333333334,24.933333333333334,25.133333333333333,25.133333333333333,25.133333333333333,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.2,25.133333333333333,25.166666666666668,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.033333333333335,25.066666666666666,25.066666666666666,25.233333333333334,25.1,25.0,25.1,25.0,25.0,25.0,25.0,25.0
25.2,25.266666666666666,25.6,25.266666666666666,25.266666666666666,25.466666666666665,25.466666666666665,25.866666666666667,25.466666666666665,25.533333333333335,25.466666666666665,25.466666666666665,25.466666666666665,25.533333333333335,25.8,25.333333333333332,25.533333333333335,25.533333333333335,25.666666666666668,25.466666666666665,25.333333333333332,25.666666666666668,25.533333333333335,25.8,25.8,25.533333333333335,25.5,25.9,25.9,25.7,25.7,25.7,25.7,25.7,25.7,25.5,25.533333333333335,25.533333333333335,25.5,25.533333333333335,25.6,25.666666666666668,25.666666666666668,25.666666666666668,25.533333333333335,25.466666666666665,25.466666666666665,25.466666666666665,25.4,25.266666666666666,25.333333333333332,25.466666666666665,25.6,25.4,25.333333333333332,25.333333333333332,25.6,25.333333333333332,25.6,25.6,25.333333333333332,25.466666666666665,25.4,25.4,25.466666666666665,25.466666666666665,25.466666666666665,25.6,25.333333333333332,25.666666666666668,25.666666666666668,25.6,25.666666666666668,25.4,25.6,25.6,25.4,25.6,25.466666666666665,25.333333333333332,25.533333333333335,25.733333333333338,25.666666666666668,25.333333333333332,25.333333333333332,25.6,25.533333333333335,25.533333333333335,25.6,25.333333333333332,25.4,25.533333333333335,25.666666666666668,25.4,25.733333333333338,25.733333333333338,25.6,25.533333333333335,25.8,25.6
25.1,25.233333333333334,25.633333333333333,25.633333333333333,25.633333333333333,25.633333333333333,25.5,25.633333333333333,25.233333333333334,25.5,25.5,25.433333333333334,25.3,25.3,25.633333333333333,25.833333333333332,25.5,25.766666666666662,25.5,25.5,25.5,25.233333333333334,25.3,25.833333333333332,25.433333333333334,25.5,25.833333333333332,25.866666666666667,25.5,25.633333333333333,25.433333333333334,25.633333333333333,25.566666666666666,25.566666666666666,25.366666666666667,25.7,25.633333333333333,25.633333333333333,25.433333333333334,25.3,25.433333333333334,25.1,25.3,25.3,25.1,25.233333333333334,25.166666666666668,25.366666666666667,25.4,25.4,25.4,25.233333333333334,25.366666666666667,25.0,25.566666666666666,25.633333333333333,25.1,25.1,25.033333333333335,25.3,25.433333333333334,25.433333333333334,25.433333333333334,25.633333333333333,25.633333333333333,25.233333333333334,25.5,25.033333333333335,25.366666666666667,25.7,25.366666666666667,25.433333333333334,25.3,25.366666666666667,25.566666666666666,25.433333333333334,25.566666666666666,25.366666666666667,25.433333333333334,25.7,25.366666666666667,25.5,25.433333333333334,25.766666666666662,25.766666666666662,25.766666666666662,25.766666666666662,25.766666666666662,25.7,25.7,25.633333333333333,25.566666666666666,25.566666666666666,25.7,25.7,25.833333333333332,25.7,25.766666666666662,25.766666666666662,25.766666666666662
26.0,25.533333333333335,26.06666666666667,26.06666666666667,26.06666666666667,26.2,26.266666666666662,26.133333333333333,25.066666666666666,25.93333333333333,25.266666666666666,25.466666666666665,25.733333333333338,25.533333333333335,25.533333333333335,25.666666666666668,25.666666666666668,25.466666666666665,25.466666666666665,25.666666666666668,25.4,26.0,26.133333333333333,26.133333333333333,26.133333333333333,26.133333333333333,26.133333333333333,26.133333333333333,26.133333333333333,26.133333333333333,26.133333333333333,25.866666666666667,25.666666666666668,26.06666666666667,26.0,25.866666666666667,25.733333333333338,25.6,25.666666666666668,25.666666666666668,25.666666666666668,25.666666666666668,25.533333333333335,25.6,25.666666666666668,25.733333333333338,25.733333333333338,25.333333333333332,25.533333333333335,25.333333333333332,25.133333333333333,25.6,25.6,25.466666666666665,25.4,25.4,25.2,25.666666666666668,25.6,25.333333333333332,25.2,25.2,25.93333333333333,25.733333333333338,25.866666666666667,25.93333333333333,25.93333333333333,25.533333333333335,25.533333333333335,25.866666666666667,25.4,25.533333333333335,25.2,25.0,25.0,25.133333333333333,25.0,25.0,25.533333333333335,25.2,25.2,25.2,25.0,25.0,25.333333333333332,25.0,25.0,25.0,25.0,25.433333333333334,25.433333333333334,25.433333333333334,25.433333333333334,25.0,25.0,25.066666666666666,25.0,25.0,25.133333333333333,25.0
25.2,25.533333333333335,25.666666666666668,25.733333333333338,25.533333333333335,25.133333333333333,25.233333333333334,25.133333333333333,25.4,25.333333333333332,25.133333333333333,25.4,25.266666666666666,25.6,25.6,25.133333333333333,25.333333333333332,25.133333333333333,25.133333333333333,25.166666666666668,25.166666666666668,25.166666666666668,25.333333333333332,25.333333333333332,25.166666666666668,25.166666666666668,25.866666666666667,25.866666666666667,25.166666666666668,25.0,25.066666666666666,25.066666666666666,25.333333333333332,25.333333333333332,25.533333333333335,24.933333333333334,25.466666666666665,25.5,25.266666666666666,25.466666666666665,25.4,25.666666666666668,25.333333333333332,25.266666666666666,25.266666666666666,25.333333333333332,25.4,25.2,25.133333333333333,25.266666666666666,25.533333333333335,25.333333333333332,25.333333333333332,25.2,25.133333333333333,25.466666666666665,25.2,25.866666666666667,24.933333333333334,25.066666666666666,24.866666666666667,24.933333333333334,24.933333333333334,25.333333333333332,25.0,25.0,25.2,25.0,25.0,25.0,25.0,25.0,25.066666666666666,25.066666666666666,25.066666666666666,25.333333333333332,25.333333333333332,25.333333333333332,25.333333333333332,25.0,25.066666666666666,25.0,25.0,25.4,25.2,25.0,25.266666666666666,25.266666666666666,25.4,25.6,25.6,25.333333333333332,25.0,25.133333333333333,25.133333333333333,25.133333333333333,25.2,25.2,25.133333333333333,25.133333333333333
25.166666666666668,25.366666666666667,25.233333333333334,25.6,25.6,25.433333333333334,25.433333333333334,25.533333333333335,25.433333333333334,25.433333333333334,25.5,25.433333333333334,25.5,25.5,25.5,26.166666666666668,26.166666666666668,26.166666666666668,26.3,25.833333333333332,25.233333333333334,25.233333333333334,25.166666666666668,25.166666666666668,25.166666666666668,25.166666666666668,25.433333333333334,25.433333333333334,25.766666666666662,25.433333333333334,25.433333333333334,25.433333333333334,25.433333333333334,25.3,25.5,25.3,25.5,25.433333333333334,24.966666666666665,25.166666666666668,25.166666666666668,25.1,24.933333333333334,24.933333333333334,24.933333333333334,24.933333333333334,25.3,25.1,25.1,25.1,25.233333333333334,25.1,24.933333333333334,24.966666666666665,25.3,25.3,25.3,25.366666666666667,25.433333333333334,25.766666666666662,25.633333333333333,25.9,25.2,25.233333333333334,25.0,25.0,25.566666666666666,25.566666666666666,25.566666666666666,25.566666666666666,25.566666666666666,25.0,25.166666666666668,25.0,25.0,25.0,25.3,25.3,25.3,25.3,25.0,25.0,25.0,25.0,25.0,25.166666666666668,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.366666666666667,25.133333333333333,25.133333333333333,25.133333333333333
25.233333333333334,25.566666666666666,25.566666666666666,25.566666666666666,25.3,25.633333333333333,25.5,25.366666666666667,25.3,25.233333333333334,25.033333333333335,25.233333333333334,25.633333333333333,25.633333333333333,25.3,25.233333333333334,25.7,25.566666666666666,25.366666666666667,25.5,25.5,25.633333333333333,25.633333333333333,25.566666666666666,25.566666666666666,25.5,25.5,25.433333333333334,25.433333333333334,25.433333333333334,25.9,25.7,25.7,25.5,25.333333333333332,25.5,25.9,25.9,25.633333333333333,25.566666666666666,25.3,25.833333333333332,25.633333333333333,25.633333333333333,25.033333333333335,25.033333333333335,25.233333333333334,25.833333333333332,25.1,25.233333333333334,25.233333333333334,25.433333333333334,25.5,25.033333333333335,25.366666666666667,25.233333333333334,24.966666666666665,24.966666666666665,25.633333333333333,25.233333333333334,25.233333333333334,25.233333333333334,26.03333333333334,25.3,25.0,25.1,25.233333333333334,25.033333333333335,25.0,25.0,25.0,25.033333333333335,25.0,25.066666666666666,25.033333333333335,25.233333333333334,25.1,25.1,25.0,25.0,25.0,25.2,25.0,25.033333333333335,25.033333333333335,25.0,25.0,25.233333333333334,25.0,25.0,25.0,25.033333333333335,25.3,25.0,25.033333333333335,25.133333333333333,25.133333333333333,25.033333333333335,25.033333333333335,25.233333333333334
