time,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
0,25.04142857142856,24.851428571428578,24.752857142857145,24.988571428571426,24.934285714285707,25.041428571428572,24.994285714285706,24.70142857142857,24.945714285714285,24.895714285714284,24.9,24.787142857142854
8,25.154285714285717,25.034285714285716,24.76571428571429,25.030000000000015,25.10571428571429,25.552857142857157,25.258571428571422,24.857142857142847,25.185714285714276,25.11714285714285,25.452857142857127,25.001428571428573
16,25.19857142857143,25.070000000000014,24.7842857142857,25.18571428571429,25.47285714285714,25.59714285714285,25.22142857142858,24.960000000000004,25.694285714285698,25.128571428571437,25.88714285714285,25.065714285714286
24,25.22857142857143,25.22285714285715,24.71714285714286,25.31857142857143,25.775714285714283,25.722857142857137,25.105714285714285,25.019999999999996,25.66142857142859,25.328571428571426,25.97714285714286,25.29000000000001
32,25.50142857142856,25.145714285714295,24.718571428571423,25.44,25.784285714285716,25.708571428571428,25.217142857142854,25.152857142857137,25.74428571428571,25.30857142857143,25.90857142857143,25.24857142857143
40,25.734285714285715,25.010000000000005,24.98142857142857,25.58857142857143,26.110000000000014,25.995714285714286,25.35428571428572,25.278571428571436,25.681428571428555,25.474285714285717,25.89571428571428,25.129999999999992
48,25.774285714285703,25.21999999999999,24.911428571428576,25.848571428571432,26.381428571428582,26.051428571428573,25.337142857142872,25.242857142857144,25.47714285714284,25.834285714285706,25.784285714285716,25.30428571428571
56,25.649999999999995,25.634285714285724,25.001428571428573,26.0,26.807142857142857,25.9857142857143,25.334285714285716,25.202857142857138,25.54428571428572,25.84285714285714,25.887142857142862,25.328571428571433
64,25.738571428571436,25.959999999999994,25.330000000000005,26.11285714285714,26.86142857142857,26.02857142857144,25.39285714285714,25.308571428571426,25.46285714285713,26.041428571428554,25.909999999999986,25.205714285714272
72,25.822857142857156,26.010000000000005,25.3,26.314285714285717,26.83142857142858,26.02428571428572,25.401428571428582,25.461428571428584,25.697142857142843,26.082857142857144,26.32571428571428,25.484285714285715
80,26.125714285714288,26.535714285714285,25.44,26.655714285714286,26.877142857142868,25.92857142857143,25.402857142857137,25.43,25.522857142857138,26.10142857142857,26.688571428571436,25.257142857142853
88,26.18142857142858,26.634285714285717,25.67428571428572,26.847142857142877,26.868571428571446,26.04857142857144,25.50000000000001,25.45142857142857,25.415714285714284,26.044285714285724,26.94000000000001,25.178571428571423
96,26.175714285714278,26.634285714285728,25.678571428571427,26.92285714285715,27.042857142857148,26.162857142857135,25.485714285714277,25.619999999999994,25.440000000000005,26.041428571428582,27.104285714285705,25.1642857142857
104,26.184285714285693,26.597142857142867,25.694285714285716,26.962857142857146,26.91428571428571,26.34285714285716,25.485714285714284,25.73428571428571,25.447142857142858,26.152857142857155,27.248571428571434,25.209999999999994
112,26.165714285714284,26.710000000000004,25.848571428571432,26.827142857142853,26.648571428571437,26.288571428571437,25.63000000000001,25.962857142857143,25.561428571428575,26.255714285714294,27.315714285714296,25.345714285714294
120,26.327142857142853,26.7657142857143,26.324285714285715,26.847142857142853,26.455714285714283,26.27285714285714,25.732857142857153,26.02000000000001,25.700000000000003,26.50714285714287,27.152857142857133,25.29857142857144
128,26.095714285714283,26.807142857142864,26.655714285714307,26.93571428571429,26.20857142857142,26.36285714285715,25.81714285714286,26.248571428571427,25.754285714285725,26.738571428571444,27.074285714285725,25.221428571428575
136,26.210000000000008,26.825714285714295,26.771428571428583,26.879999999999995,26.12285714285714,26.20285714285714,25.93285714285714,26.48142857142857,25.780000000000015,26.607142857142847,27.128571428571426,25.238571428571436
144,26.099999999999994,26.99285714285715,26.85285714285715,26.895714285714277,25.997142857142855,26.612857142857127,25.971428571428575,26.974285714285728,25.785714285714292,26.43428571428572,26.981428571428577,25.69428571428572
152,25.83571428571428,26.850000000000005,26.962857142857146,27.028571428571436,26.155714285714275,26.66,26.055714285714288,27.098571428571436,25.861428571428565,26.63142857142857,26.942857142857157,25.710000000000008
160,26.09428571428572,27.050000000000015,27.197142857142854,27.19571428571428,26.295714285714293,26.732857142857153,26.12857142857143,27.13428571428572,25.69142857142857,26.69,26.97,25.85714285714288
168,26.335714285714285,27.111428571428583,27.19000000000001,27.272857142857127,26.48,26.66,26.13000000000001,27.250000000000014,25.691428571428574,26.65571428571429,26.81285714285715,25.84571428571431
176,26.13714285714285,27.07142857142856,27.047142857142866,27.22428571428571,26.477142857142873,26.87857142857143,26.3742857142857,27.249999999999996,25.844285714285707,26.61857142857142,26.93571428571429,25.660000000000014
184,25.86142857142858,27.01285714285715,27.014285714285716,27.182857142857127,26.357142857142854,26.842857142857135,26.278571428571414,27.228571428571435,25.897142857142864,26.77571428571428,26.971428571428564,25.657142857142848
192,25.798571428571428,27.237142857142864,26.997142857142872,27.03,25.875714285714295,26.694285714285712,26.327142857142857,27.125714285714288,26.219999999999995,26.762857142857143,27.007142857142867,26.0342857142857
200,26.021428571428558,27.148571428571426,26.981428571428584,27.10428571428572,25.88285714285713,26.770000000000017,26.462857142857132,27.07142857142857,26.171428571428574,26.554285714285715,26.89999999999999,26.497142857142858
208,26.384285714285692,27.010000000000005,26.897142857142857,27.402857142857137,25.985714285714284,27.034285714285712,26.462857142857157,26.98857142857144,26.271428571428558,26.822857142857142,26.764285714285705,26.63000000000001
216,26.64428571428572,27.03714285714286,26.848571428571425,27.40142857142856,26.367142857142852,26.98571428571428,26.43714285714286,27.057142857142853,26.432857142857138,26.71142857142857,27.071428571428573,26.72857142857142
224,26.589999999999996,26.9114285714286,26.82428571428571,27.449999999999978,26.472857142857148,27.257142857142856,26.319999999999997,27.048571428571414,26.39285714285714,26.799999999999997,27.08714285714286,26.854285714285712
232,26.545714285714272,26.94428571428572,26.94000000000001,27.390000000000015,26.582857142857144,27.465714285714274,26.09857142857142,27.06571428571427,26.688571428571425,26.82714285714285,26.93285714285714,26.994285714285706
240,26.62142857142856,27.03285714285715,27.055714285714288,27.45714285714284,26.549999999999997,27.400000000000006,26.459999999999994,27.109999999999985,26.69428571428572,26.538571428571416,27.011428571428564,27.097142857142845
248,26.691428571428574,27.058571428571423,27.104285714285723,27.501428571428587,26.668571428571433,27.334285714285706,26.41428571428571,27.011428571428564,26.75000000000001,26.428571428571427,26.88714285714285,27.11714285714285
256,27.00428571428571,27.082857142857144,27.072857142857174,27.485714285714266,26.60000000000002,27.47571428571429,26.361428571428583,27.02,27.021428571428558,26.56285714285713,26.73285714285713,27.12142857142857
264,27.06142857142856,27.198571428571437,27.07142857142857,27.468571428571426,26.70571428571429,27.332857142857144,26.24857142857143,27.078571428571426,27.037142857142857,26.70714285714285,26.86,27.178571428571423
272,26.982857142857142,27.067142857142855,27.18428571428572,27.4442857142857,26.710000000000004,27.071428571428577,25.97714285714285,27.240000000000006,27.010000000000005,26.7,26.984285714285708,27.292857142857137
280,26.80285714285714,27.11,27.074285714285732,27.489999999999995,26.708571428571435,27.224285714285717,25.952857142857138,27.18857142857144,26.99000000000001,26.89,27.089999999999996,27.3042857142857
288,26.89142857142857,27.221428571428568,27.12,27.540000000000017,26.897142857142857,27.197142857142868,25.937142857142863,27.26857142857143,27.05285714285715,27.029999999999987,27.1057142857143,27.40571428571427
296,26.801428571428552,27.261428571428578,27.255714285714294,27.45714285714286,26.865714285714294,27.20428571428572,26.031428571428574,27.37000000000002,27.01428571428573,27.008571428571422,27.087142857142855,27.33285714285712
304,26.76285714285715,27.27714285714286,27.252857142857128,27.550000000000008,26.85142857142858,27.040000000000006,26.367142857142866,27.41857142857145,27.051428571428584,26.937142857142852,27.128571428571426,27.419999999999995
312,26.72714285714284,27.29285714285714,27.077142857142853,27.55,27.057142857142864,27.072857142857156,26.668571428571433,27.291428571428572,27.01571428571429,27.041428571428554,27.335714285714293,27.332857142857144
320,26.588571428571427,27.309999999999995,26.948571428571444,27.381428571428565,27.115714285714297,26.960000000000015,26.854285714285723,27.267142857142847,27.084285714285713,27.047142857142862,27.304285714285715,27.330000000000005
328,26.66714285714285,27.29857142857143,26.995714285714286,27.372857142857143,27.204285714285724,26.87714285714286,26.878571428571437,27.410000000000004,26.96428571428572,27.09142857142857,27.381428571428582,27.308571428571412
336,26.70857142857142,27.437142857142863,27.02142857142857,27.39857142857144,27.167142857142867,26.93285714285716,27.008571428571443,27.40142857142856,26.88,27.068571428571442,27.53000000000002,27.23428571428572
344,26.672857142857143,27.495714285714293,26.98428571428573,27.448571428571416,27.288571428571444,26.957142857142866,27.167142857142853,27.33857142857143,26.99285714285715,27.09571428571429,27.60857142857146,27.28714285714287
