time,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
0,25.475,25.225,25.175,25.425,25.125,25.175,25.375,25.325,25.525,25.225,25.275,25.225
8,25.475,25.075,25.125,25.425,25.125,25.175,25.375,25.325,25.525,25.325,25.325,25.275
16,25.725,25.425,25.125,25.425,25.025,25.475,25.375,25.325,25.425,25.225,25.175,25.625
24,25.475,25.425,25.375,25.525,25.325,25.475,25.125,25.325,25.375,25.625,25.125,25.325
32,25.625,25.425,25.175,25.425,25.425,25.475,25.075,24.975,25.375,25.225,25.125,25.125
40,25.825,25.425,25.275,25.175,25.825,25.475,25.625,25.075,24.925,25.225,25.175,25.175
48,25.825,25.425,25.525,25.125,25.825,25.475,25.625,25.125,25.475,25.225,25.175,25.025
56,25.725,25.225,25.375,25.475,25.825,25.475,25.625,24.825,25.425,25.525,25.475,25.325
64,25.725,25.475,25.475,25.475,25.725,25.475,25.625,25.025,25.525,25.525,25.475,24.825
72,25.725,25.525,25.725,25.575,25.725,25.475,25.625,25.475,25.225,25.525,25.475,25.075
80,25.725,25.475,25.525,25.575,25.725,25.475,25.475,25.775,25.225,25.275,25.525,25.275
88,25.725,25.625,25.375,25.575,25.175,25.475,25.625,25.775,25.475,25.275,25.425,24.925
96,25.725,25.475,25.375,25.325,24.875,25.375,25.475,24.925,25.575,25.275,25.425,25.225
104,25.775,25.325,25.325,25.325,24.775,24.925,25.475,24.975,25.575,25.625,25.475,24.975
112,25.975,25.375,25.725,25.275,25.475,25.175,25.625,24.875,25.575,25.625,25.525,25.275
120,25.625,25.325,25.425,25.275,25.375,25.475,25.525,24.875,25.575,25.225,25.525,25.625
128,25.625,25.175,25.125,25.275,25.125,25.225,25.375,24.975,25.275,25.225,25.375,25.225
136,25.475,25.425,25.225,25.275,25.125,25.225,25.175,25.025,25.225,25.225,25.225,25.175
144,25.475,25.525,25.575,25.325,25.325,25.175,25.225,25.125,25.075,25.225,25.275,25.175
152,25.475,25.675,25.725,25.125,25.175,25.175,25.175,25.275,25.025,25.225,25.375,25.075
160,25.375,25.375,25.425,25.375,25.125,25.175,25.125,25.325,25.025,25.325,25.525,25.175
168,25.475,25.225,25.425,25.375,25.025,25.325,25.025,25.125,25.275,25.725,25.275,25.325
176,25.525,25.225,25.375,25.525,25.225,25.275,25.325,25.225,25.475,25.175,25.325,25.325
184,25.275,25.275,25.375,25.375,25.275,25.225,25.325,25.425,25.125,25.225,25.375,25.325
