time,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
0,24.276000000000007,24.246,24.314,24.243999999999996,24.182666666666663,24.15866666666667,24.305333333333323,24.41866666666666,24.29,24.20066666666668,24.350666666666665,24.268000000000008
8,24.288666666666657,24.197333333333336,24.346666666666657,24.35933333333333,24.15866666666667,24.10733333333333,24.336666666666666,24.522666666666666,24.390666666666675,24.21,24.399333333333335,24.27466666666667
16,24.224,24.25333333333333,24.335999999999995,24.479999999999997,24.076666666666675,24.02466666666667,24.462000000000007,24.625999999999994,24.297333333333324,24.189999999999987,24.530666666666665,24.231999999999992
24,24.273999999999997,24.254666666666672,24.25266666666667,24.541999999999994,24.11800000000002,23.92266666666667,24.438666666666673,24.627333333333326,24.280666666666672,24.247999999999994,24.44866666666667,24.08333333333334
32,24.173333333333336,24.128,24.239999999999995,24.517333333333326,24.092,23.887333333333334,24.476666666666667,24.75133333333333,24.357999999999997,24.29,24.40733333333334,24.021333333333338
40,24.13333333333334,24.20200000000001,24.16666666666666,24.75333333333333,23.971333333333344,23.898666666666667,24.545999999999996,24.80266666666666,24.316000000000003,24.36,24.47266666666667,24.087999999999994
48,24.194666666666663,24.241333333333326,24.16533333333332,24.835333333333313,23.824666666666687,23.97066666666667,24.62933333333334,24.841333333333317,24.391333333333346,24.31733333333333,24.426666666666673,24.215333333333334
56,24.141333333333336,24.254666666666665,24.11466666666667,24.90333333333333,23.835333333333335,23.872666666666657,24.665999999999993,24.91266666666666,24.35333333333333,24.337999999999997,24.44333333333333,24.254000000000005
64,24.038666666666668,24.26133333333335,24.04133333333333,24.95866666666666,23.733333333333345,23.86399999999999,24.566,24.863333333333323,24.32800000000001,24.35333333333333,24.399333333333335,24.248666666666665
72,24.033999999999992,24.292000000000012,23.987333333333325,25.006666666666675,23.700000000000003,23.88999999999999,24.604666666666663,24.89599999999998,24.219333333333328,24.415333333333347,24.464666666666663,24.31266666666667
