time,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
0,24.180666666666667,24.204,24.26,24.260000000000005,24.067333333333327,24.06133333333334,24.404666666666667,24.233999999999995,24.067333333333323,24.150666666666666,24.213999999999995,24.19666666666665
8,24.026000000000007,24.285999999999987,24.335333333333327,24.252,24.032666666666664,24.37666666666667,24.32999999999999,24.236000000000004,24.111333333333327,24.211333333333346,24.352666666666675,24.306666666666665
16,23.94866666666667,24.317999999999998,24.407999999999994,24.202,24.031999999999993,24.502666666666663,24.336000000000013,24.279333333333337,24.154666666666664,24.295333333333332,24.340000000000003,24.517333333333326
24,24.053333333333335,24.414666666666665,24.37066666666666,24.199333333333342,24.136666666666667,24.38799999999999,24.381999999999998,24.176000000000002,24.13666666666666,24.281999999999996,24.49,24.617333333333328
32,24.18533333333333,24.314,24.295999999999985,24.24533333333334,24.059333333333335,24.504000000000005,24.40666666666668,24.220666666666656,24.139333333333333,24.17733333333334,24.449999999999985,24.477333333333334
40,24.12133333333334,24.31666666666665,24.360666666666656,24.305999999999997,24.108666666666657,24.493999999999996,24.42000000000002,24.081999999999994,24.12533333333332,24.20466666666667,24.434000000000005,24.449333333333346
48,24.063999999999997,24.370666666666676,24.376666666666654,24.306666666666676,24.087999999999997,24.378,24.383333333333336,24.022000000000006,24.14533333333333,24.165999999999986,24.39866666666665,24.445333333333338
56,24.00400000000001,24.361333333333338,24.337333333333344,24.283333333333335,24.171999999999993,24.325999999999993,24.421333333333315,23.88666666666667,24.20599999999999,24.17399999999999,24.372666666666664,24.52133333333333
64,24.075333333333337,24.336000000000002,24.32266666666665,24.15266666666668,24.163999999999998,24.24733333333333,24.401333333333326,23.80399999999999,24.212666666666664,24.038666666666654,24.20866666666667,24.53066666666666
72,24.176000000000002,24.244666666666667,24.221333333333327,24.074666666666666,24.36799999999999,24.19,24.285333333333327,23.80933333333334,24.19199999999999,24.06933333333332,24.14333333333332,24.580666666666662
80,24.098000000000003,24.22266666666667,24.09533333333333,24.072666666666674,24.399333333333335,24.199999999999996,24.197333333333326,23.81866666666667,24.20066666666667,23.99066666666667,24.18866666666665,24.554666666666666
88,24.139333333333333,24.281333333333336,24.114,24.135333333333328,24.53333333333334,24.28000000000001,24.067999999999994,23.851333333333336,24.278666666666666,23.919999999999995,24.206000000000003,24.52066666666667
96,24.102666666666682,24.352000000000004,24.082000000000004,24.178666666666675,24.456000000000007,24.368,24.095999999999982,23.978000000000005,24.241333333333337,23.990000000000006,24.195333333333327,24.524000000000004
104,24.152,24.352000000000004,23.852000000000004,24.05799999999999,24.432666666666673,24.40000000000001,24.28,24.06933333333332,24.241999999999997,24.00933333333335,24.279999999999987,24.541999999999994
112,24.15333333333333,24.356000000000005,23.855333333333334,24.151999999999997,24.49133333333334,24.372666666666646,24.310666666666663,24.00266666666666,24.269999999999992,24.10600000000001,24.310666666666656,24.49
120,24.213999999999995,24.361333333333345,23.839333333333343,24.222,24.60466666666668,24.386,24.277333333333328,24.193999999999992,24.373333333333314,24.18666666666667,24.186666666666653,24.600666666666665
128,24.228666666666673,24.326666666666668,23.816666666666677,24.247999999999998,24.630666666666674,24.326000000000008,24.394666666666666,24.132666666666655,24.431999999999988,24.257999999999996,24.123333333333335,24.543999999999997
