time,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
0,41.0,40.0,42.0,40.0,41.0,40.0,41.0,40.0,39.0,41.0,39.0,40.0
8,38.0,40.0,42.0,40.0,41.0,40.0,41.0,40.0,39.0,38.0,40.0,40.0
16,38.0,40.0,42.0,40.0,41.0,40.0,41.0,40.0,40.0,38.0,40.0,42.0
24,38.0,41.0,42.0,40.0,41.0,42.0,41.0,40.0,40.0,40.0,40.0,42.0
32,38.0,41.0,42.0,41.0,41.0,42.0,41.0,40.0,40.0,41.0,41.0,42.0
40,42.0,42.0,42.0,41.0,41.0,42.0,41.0,41.0,41.0,41.0,41.0,42.0
48,42.0,42.0,42.0,41.0,41.0,42.0,41.0,41.0,40.0,41.0,41.0,42.0
56,42.0,42.0,42.0,41.0,41.0,42.0,42.0,42.0,42.0,41.0,42.0,42.0
64,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,41.0,43.0,42.0
72,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,40.0,42.0,43.0,42.0
80,42.0,44.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,43.0,42.0
88,42.0,44.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,43.0,42.0
96,42.0,42.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0
104,42.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0
112,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,42.0
120,43.0,43.0,44.0,42.0,42.0,43.0,42.0,42.0,43.0,43.0,43.0,42.0
128,43.0,43.0,44.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,42.0
136,43.0,43.0,44.0,42.0,42.0,44.0,42.0,43.0,43.0,43.0,43.0,42.0
144,43.0,43.0,44.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0
152,43.0,43.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
160,43.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
168,43.0,43.0,43.0,43.0,44.0,43.0,43.0,44.0,43.0,44.0,44.0,43.0
176,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0
184,43.0,43.0,43.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,43.0,43.0
192,43.0,43.0,43.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,43.0,43.0
200,43.0,43.0,43.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,43.0,44.0
208,43.0,43.0,43.0,45.0,43.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0
216,43.0,43.0,43.0,45.0,43.0,44.0,44.0,43.0,43.0,43.0,43.0,45.0
224,43.0,43.0,43.0,45.0,44.0,44.0,44.0,43.0,43.0,43.0,44.0,45.0
232,43.0,43.0,43.0,45.0,43.0,44.0,44.0,43.0,44.0,43.0,44.0,45.0
240,43.0,44.0,43.0,45.0,43.0,44.0,44.0,43.0,44.0,44.0,44.0,45.0
